SKU,Product,Division,Category,Subcategory,Supplier,Origin,Sourcing,Month,Date,Action,Action Rank,On Hand Units,Min,Max,Demand Units,In Transit Units,Planned Receipts,Inbound Units,Gap to Min Units,Gap to Min USD,Excess Units,Excess USD,Required at Min USD,On Hand USD,Order Units,Order USD,Unit Cost,Retail Price,Lead Time Days,Case Pack,MOQ,Safety Stock,Weeks of Supply,Stockout Units,Origin Surcharge
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-02,2027-02-01,Excess,5,10755.0,8488.0,10746.0,2374.0,0.0,4512.0,4512.0,0.0,0.0,9.0,54.7578,51642.6896,65435.57,3072,18690.66,6.0842,19.99,88,12,1500,1865.0,17.0,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-03,2027-03-01,Excess,5,10754.0,8488.0,10746.0,2965.0,0.0,2964.0,2964.0,0.0,0.0,8.0,48.6736,51642.6896,65429.49,2460,14967.13,6.0842,19.99,88,12,1500,1865.0,17.3,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-04,2027-04-01,Excess,5,10757.0,8488.0,10746.0,3417.0,0.0,3420.0,3420.0,0.0,0.0,11.0,66.9262,51642.6896,65447.74,0,0.0,6.0842,19.99,88,12,1500,1865.0,18.5,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-05,2027-05-01,Excess,5,10747.0,8488.0,10746.0,3082.0,0.0,3072.0,3072.0,0.0,0.0,1.0,6.0842,51642.6896,65386.9,4536,27597.93,6.0842,19.99,88,12,1500,1865.0,20.0,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-06,2027-06-01,Excess,5,10750.0,8488.0,10746.0,2457.0,0.0,2460.0,2460.0,0.0,0.0,4.0,24.3368,51642.6896,65405.15,0,0.0,6.0842,19.99,88,12,1500,1865.0,20.5,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-07,2027-07-01,In range,4,8541.0,8488.0,10746.0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51642.6896,51965.15,0,0.0,6.0842,19.99,88,12,1500,1865.0,15.9,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-08,2027-08-01,Excess,5,10749.0,8488.0,10746.0,2328.0,0.0,4536.0,4536.0,0.0,0.0,3.0,18.2526,51642.6896,65399.07,0,0.0,6.0842,19.99,88,12,1500,1865.0,,0.0,0.0489999684829089
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2026-09,2026-09-01,Buy,2,18571.0,23460.0,33543.0,6243.0,4688.0,0.0,4688.0,4889.0,18737.0925,0.0,0.0,89910.45,71173.36,23508,90094.41,3.8325,14.99,35,12,3000,11697.0,8.1,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2026-10,2026-10-01,Buy,2,16372.0,23460.0,33543.0,7860.0,5661.0,0.0,5661.0,7088.0,27164.76,0.0,0.0,89910.45,62745.69,0,0.0,3.8325,14.99,35,12,3000,11697.0,7.0,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2026-11,2026-11-01,In range,4,33543.0,23460.0,33543.0,6337.0,0.0,23508.0,23508.0,0.0,0.0,0.0,0.0,89910.45,128553.55,15252,58453.29,3.8325,14.99,35,12,3000,11697.0,13.7,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2026-12,2026-12-01,In range,4,27997.0,23460.0,33543.0,5546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89910.45,107298.5,13584,52060.68,3.8325,14.99,35,12,3000,11697.0,10.8,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-01,2027-01-01,Excess,5,33552.0,23460.0,33543.0,9697.0,0.0,15252.0,15252.0,0.0,0.0,9.0,34.4925,89910.45,128588.04,17004,65167.83,3.8325,14.99,35,12,3000,11697.0,12.7,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-02,2027-02-01,Excess,5,33551.0,23460.0,33543.0,13585.0,0.0,13584.0,13584.0,0.0,0.0,8.0,30.66,89910.45,128584.21,16476,63144.27,3.8325,14.99,35,12,3000,11697.0,13.1,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-03,2027-03-01,Excess,5,33548.0,23460.0,33543.0,17007.0,0.0,17004.0,17004.0,0.0,0.0,5.0,19.1625,89910.45,128572.71,12048,46173.96,3.8325,14.99,35,12,3000,11697.0,14.6,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-04,2027-04-01,Excess,5,33546.0,23460.0,33543.0,16478.0,0.0,16476.0,16476.0,0.0,0.0,3.0,11.4975,89910.45,128565.04,0,0.0,3.8325,14.99,35,12,3000,11697.0,17.5,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-05,2027-05-01,Excess,5,33546.0,23460.0,33543.0,12048.0,0.0,12048.0,12048.0,0.0,0.0,3.0,11.4975,89910.45,128565.04,14904,57119.58,3.8325,14.99,35,12,3000,11697.0,20.6,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-06,2027-06-01,In range,4,25596.0,23460.0,33543.0,7950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89910.45,98096.67,0,0.0,3.8325,14.99,35,12,3000,11697.0,16.7,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-07,2027-07-01,Excess,5,33550.0,23460.0,33543.0,6950.0,0.0,14904.0,14904.0,0.0,0.0,7.0,26.8275,89910.45,128580.38,0,0.0,3.8325,14.99,35,12,3000,11697.0,23.1,0.0,0.0220000059715167
BTR-2001,Organic Seed Variety Pack - 12ct,Outdoor Gardening,Seeds,Variety Packs,SUP-05,Mexico,Import,2027-08,2027-08-01,In range,4,27260.0,23460.0,33543.0,6290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89910.45,104473.95,0,0.0,3.8325,14.99,35,12,3000,11697.0,,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2026-09,2026-09-01,In range,4,34295.0,33151.0,47902.0,10152.0,23698.0,0.0,23698.0,0.0,0.0,0.0,0.0,32186.3059,33297.02,37176,36094.18,0.9709,4.99,35,24,6000,15941.0,8.4,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2026-10,2026-10-01,Buy,2,21338.0,33151.0,47902.0,12957.0,0.0,0.0,0.0,11813.0,11469.2417,0.0,0.0,32186.3059,20717.06,0,0.0,0.9709,4.99,35,24,6000,15941.0,5.1,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2026-11,2026-11-01,Excess,5,47924.0,33151.0,47902.0,10590.0,0.0,37176.0,37176.0,0.0,0.0,22.0,21.3598,32186.3059,46529.41,26040,25282.24,0.9709,4.99,35,24,6000,15941.0,11.0,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2026-12,2026-12-01,In range,4,38529.0,33151.0,47902.0,9395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32186.3059,37407.81,23640,22952.08,0.9709,4.99,35,24,6000,15941.0,8.3,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-01,2027-01-01,Excess,5,47914.0,33151.0,47902.0,16655.0,0.0,26040.0,26040.0,0.0,0.0,12.0,11.6508,32186.3059,46519.7,30024,29150.3,0.9709,4.99,35,24,6000,15941.0,10.1,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-02,2027-02-01,Excess,5,47903.0,33151.0,47902.0,23651.0,0.0,23640.0,23640.0,0.0,0.0,1.0,0.9709,32186.3059,46509.02,29472,28614.36,0.9709,4.99,35,24,6000,15941.0,10.3,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-03,2027-03-01,Excess,5,47911.0,33151.0,47902.0,30016.0,0.0,30024.0,30024.0,0.0,0.0,9.0,8.7381,32186.3059,46516.79,21864,21227.76,0.9709,4.99,35,24,6000,15941.0,11.4,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-04,2027-04-01,In range,4,47902.0,33151.0,47902.0,29481.0,0.0,29472.0,29472.0,0.0,0.0,0.0,0.0,32186.3059,46508.05,0,0.0,0.9709,4.99,35,24,6000,15941.0,13.5,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-05,2027-05-01,Excess,5,47914.0,33151.0,47902.0,21852.0,0.0,21864.0,21864.0,0.0,0.0,12.0,11.6508,32186.3059,46519.7,27576,26773.54,0.9709,4.99,35,24,6000,15941.0,15.8,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-06,2027-06-01,In range,4,33297.0,33151.0,47902.0,14617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32186.3059,32328.06,0,0.0,0.9709,4.99,35,24,6000,15941.0,11.6,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-07,2027-07-01,Excess,5,47918.0,33151.0,47902.0,12955.0,0.0,27576.0,27576.0,0.0,0.0,16.0,15.5344,32186.3059,46523.59,0,0.0,0.9709,4.99,35,24,6000,15941.0,17.5,0.0,0.0220000059715167
BTR-2002,Organic Heirloom Tomato Seeds,Outdoor Gardening,Seeds,Vegetable,SUP-05,Mexico,Import,2027-08,2027-08-01,In range,4,36033.0,33151.0,47902.0,11885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32186.3059,34984.44,0,0.0,0.9709,4.99,35,24,6000,15941.0,,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2026-09,2026-09-01,In transit,3,15654.0,22912.0,33542.0,6844.0,12485.0,0.0,12485.0,7258.0,8159.4436000000005,0.0,0.0,25757.670400000003,17598.23,22320,25092.14,1.1242,5.49,35,24,6000,10510.0,5.8,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2026-10,2026-10-01,In transit,3,18324.0,22912.0,33542.0,8700.0,11370.0,0.0,11370.0,4588.0,5157.8296,0.0,0.0,25757.670400000003,20599.84,0,0.0,1.1242,5.49,35,24,6000,10510.0,6.7,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2026-11,2026-11-01,Excess,5,33562.0,22912.0,33542.0,7082.0,0.0,22320.0,22320.0,0.0,0.0,20.0,22.484,25757.670400000003,37730.4,17304,19453.16,1.1242,5.49,35,24,6000,10510.0,11.7,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2026-12,2026-12-01,In range,4,27305.0,22912.0,33542.0,6257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25757.670400000003,30696.28,15624,17564.5,1.1242,5.49,35,24,6000,10510.0,9.0,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-01,2027-01-01,Excess,5,33562.0,22912.0,33542.0,11047.0,0.0,17304.0,17304.0,0.0,0.0,20.0,22.484,25757.670400000003,37730.4,19728,22178.22,1.1242,5.49,35,24,6000,10510.0,10.8,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-02,2027-02-01,Excess,5,33562.0,22912.0,33542.0,15624.0,0.0,15624.0,15624.0,0.0,0.0,20.0,22.484,25757.670400000003,37730.4,19320,21719.54,1.1242,5.49,35,24,6000,10510.0,11.1,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-03,2027-03-01,In range,4,33542.0,22912.0,33542.0,19748.0,0.0,19728.0,19728.0,0.0,0.0,0.0,0.0,25757.670400000003,37707.92,14280,16053.58,1.1242,5.49,35,24,6000,10510.0,12.3,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-04,2027-04-01,Excess,5,33545.0,22912.0,33542.0,19317.0,0.0,19320.0,19320.0,0.0,0.0,3.0,3.3726000000000003,25757.670400000003,37711.29,0,0.0,1.1242,5.49,35,24,6000,10510.0,14.6,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-05,2027-05-01,Excess,5,33565.0,22912.0,33542.0,14260.0,0.0,14280.0,14280.0,0.0,0.0,23.0,25.8566,25757.670400000003,37733.77,17880,20100.7,1.1242,5.49,35,24,6000,10510.0,17.1,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-06,2027-06-01,In range,4,24066.0,22912.0,33542.0,9499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25757.670400000003,27055.0,0,0.0,1.1242,5.49,35,24,6000,10510.0,13.0,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-07,2027-07-01,Excess,5,33561.0,22912.0,33542.0,8385.0,0.0,17880.0,17880.0,0.0,0.0,19.0,21.3598,25757.670400000003,37729.28,0,0.0,1.1242,5.49,35,24,6000,10510.0,19.0,0.0,0.0220000059715167
BTR-2003,Organic Culinary Herb Seed Pack,Outdoor Gardening,Seeds,Herb,SUP-05,Mexico,Import,2027-08,2027-08-01,In range,4,25900.0,22912.0,33542.0,7661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25757.670400000003,29116.78,0,0.0,1.1242,5.49,35,24,6000,10510.0,,0.0,0.0220000059715167
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2026-09,2026-09-01,In range,4,10738.0,10168.0,17237.0,4423.0,3919.0,0.0,3919.0,0.0,0.0,0.0,0.0,24598.4256,25977.37,12144,29378.76,2.4192,9.99,18,24,4000,5927.0,6.2,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2026-10,2026-10-01,Excess,5,17259.0,10168.0,17237.0,5623.0,0.0,12144.0,12144.0,0.0,0.0,22.0,53.2224,24598.4256,41752.97,0,0.0,2.4192,9.99,18,24,4000,5927.0,9.7,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2026-11,2026-11-01,In range,4,12681.0,10168.0,17237.0,4578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24598.4256,30677.88,8616,20843.83,2.4192,9.99,18,24,4000,5927.0,6.8,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2026-12,2026-12-01,Excess,5,17251.0,10168.0,17237.0,4046.0,0.0,8616.0,8616.0,0.0,0.0,14.0,33.8688,24598.4256,41733.62,7152,17302.12,2.4192,9.99,18,24,4000,5927.0,8.7,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-01,2027-01-01,Excess,5,17259.0,10168.0,17237.0,7144.0,0.0,7152.0,7152.0,0.0,0.0,22.0,53.2224,24598.4256,41752.97,10104,24443.6,2.4192,9.99,18,24,4000,5927.0,8.6,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-02,2027-02-01,Excess,5,17257.0,10168.0,17237.0,10106.0,0.0,10104.0,10104.0,0.0,0.0,20.0,48.384,24598.4256,41748.13,12768,30888.35,2.4192,9.99,18,24,4000,5927.0,8.8,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-03,2027-03-01,Excess,5,17248.0,10168.0,17237.0,12777.0,0.0,12768.0,12768.0,0.0,0.0,11.0,26.6112,24598.4256,41726.36,12504,30249.68,2.4192,9.99,18,24,4000,5927.0,9.8,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-04,2027-04-01,Excess,5,17252.0,10168.0,17237.0,12500.0,0.0,12504.0,12504.0,0.0,0.0,15.0,36.288,24598.4256,41736.04,9216,22295.35,2.4192,9.99,18,24,4000,5927.0,11.6,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-05,2027-05-01,Excess,5,17238.0,10168.0,17237.0,9230.0,0.0,9216.0,9216.0,0.0,0.0,1.0,2.4192,24598.4256,41702.17,0,0.0,2.4192,9.99,18,24,4000,5927.0,13.5,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-06,2027-06-01,In range,4,11088.0,10168.0,17237.0,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24598.4256,26824.09,11592,28043.37,2.4192,9.99,18,24,4000,5927.0,9.2,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-07,2027-07-01,Excess,5,17250.0,10168.0,17237.0,5430.0,0.0,11592.0,11592.0,0.0,0.0,13.0,31.4496,24598.4256,41731.2,0,0.0,2.4192,9.99,18,24,4000,5927.0,15.1,0.0,0.007999489665731
BTR-2004,Organic Wildflower Pollinator Mix,Outdoor Gardening,Seeds,Flower,SUP-09,Canada,Import,2027-08,2027-08-01,In range,4,12288.0,10168.0,17237.0,4962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24598.4256,29727.13,0,0.0,2.4192,9.99,18,24,4000,5927.0,,0.0,0.007999489665731
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2026-09,2026-09-01,In range,4,8816.0,6472.0,9268.0,1740.0,2555.0,0.0,2555.0,0.0,0.0,0.0,0.0,41009.1808,55861.7,0,0.0,6.3364,22.99,35,8,1500,3209.0,12.7,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2026-10,2026-10-01,In range,4,8827.0,6472.0,9268.0,2218.0,2229.0,0.0,2229.0,0.0,0.0,0.0,0.0,41009.1808,55931.4,3864,24483.85,6.3364,22.99,35,8,1500,3209.0,12.4,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2026-11,2026-11-01,In range,4,7016.0,6472.0,9268.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41009.1808,44456.18,2840,17995.38,6.3364,22.99,35,8,1500,3209.0,9.4,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2026-12,2026-12-01,Excess,5,9275.0,6472.0,9268.0,1605.0,0.0,3864.0,3864.0,0.0,0.0,7.0,44.354800000000004,41009.1808,58770.11,4032,25548.36,6.3364,22.99,35,8,1500,3209.0,11.7,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-01,2027-01-01,Excess,5,9272.0,6472.0,9268.0,2843.0,0.0,2840.0,2840.0,0.0,0.0,4.0,25.3456,41009.1808,58751.1,5112,32391.68,6.3364,22.99,35,8,1500,3209.0,11.4,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-02,2027-02-01,Excess,5,9271.0,6472.0,9268.0,4033.0,0.0,4032.0,4032.0,0.0,0.0,3.0,19.0092,41009.1808,58744.76,5024,31834.07,6.3364,22.99,35,8,1500,3209.0,11.7,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-03,2027-03-01,Excess,5,9269.0,6472.0,9268.0,5114.0,0.0,5112.0,5112.0,0.0,0.0,1.0,6.3364,41009.1808,58732.09,3712,23520.72,6.3364,22.99,35,8,1500,3209.0,13.0,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-04,2027-04-01,Excess,5,9275.0,6472.0,9268.0,5018.0,0.0,5024.0,5024.0,0.0,0.0,7.0,44.354800000000004,41009.1808,58770.11,0,0.0,6.3364,22.99,35,8,1500,3209.0,15.4,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-05,2027-05-01,Excess,5,9272.0,6472.0,9268.0,3715.0,0.0,3712.0,3712.0,0.0,0.0,4.0,25.3456,41009.1808,58751.1,4680,29654.35,6.3364,22.99,35,8,1500,3209.0,18.0,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-06,2027-06-01,In range,4,6789.0,6472.0,9268.0,2483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41009.1808,43017.82,0,0.0,6.3364,22.99,35,8,1500,3209.0,14.0,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-07,2027-07-01,Excess,5,9271.0,6472.0,9268.0,2198.0,0.0,4680.0,4680.0,0.0,0.0,3.0,19.0092,41009.1808,58744.76,0,0.0,6.3364,22.99,35,8,1500,3209.0,19.9,0.0,0.0220000059715167
BTR-2005,Kids Garden Seed Starter Kit,Outdoor Gardening,Seeds,Kids,SUP-05,Mexico,Import,2027-08,2027-08-01,In range,4,7256.0,6472.0,9268.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41009.1808,45976.92,0,0.0,6.3364,22.99,35,8,1500,3209.0,,0.0,0.0220000059715167
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2026-09,2026-09-01,In range,4,40574.0,36598.0,68153.0,21023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157371.4,174468.2,54294,233464.2,4.3,13.99,14,6,10000,21872.0,5.5,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2026-10,2026-10-01,Excess,5,68154.0,36598.0,68153.0,26714.0,0.0,54294.0,54294.0,0.0,0.0,1.0,4.3,157371.4,293062.2,0,0.0,4.3,13.99,14,6,10000,21872.0,9.1,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2026-11,2026-11-01,In range,4,53066.0,36598.0,68153.0,15088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157371.4,228183.8,0,0.0,4.3,13.99,14,6,10000,21872.0,6.7,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2026-12,2026-12-01,In range,4,37568.0,36598.0,68153.0,15498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157371.4,161542.4,50490,217107.0,4.3,13.99,14,6,10000,21872.0,4.4,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2027-01,2027-01-01,Excess,5,68158.0,36598.0,68153.0,19900.0,0.0,50490.0,50490.0,0.0,0.0,5.0,21.5,157371.4,293079.4,32892,141435.6,4.3,13.99,14,6,10000,21872.0,7.5,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2027-02,2027-02-01,Excess,5,68154.0,36598.0,68153.0,32896.0,0.0,32892.0,32892.0,0.0,0.0,1.0,4.3,157371.4,293062.2,51858,222989.4,4.3,13.99,14,6,10000,21872.0,7.3,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2027-03,2027-03-01,In range,4,68153.0,36598.0,68153.0,51859.0,0.0,51858.0,51858.0,0.0,0.0,0.0,0.0,157371.4,293057.9,57024,245203.2,4.3,13.99,14,6,10000,21872.0,7.8,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2027-04,2027-04-01,In range,4,68153.0,36598.0,68153.0,57024.0,0.0,57024.0,57024.0,0.0,0.0,0.0,0.0,157371.4,293057.9,46578,200285.4,4.3,13.99,14,6,10000,21872.0,8.9,0.0,0.0
BTR-2101,Organic Potting Mix 12qt,Outdoor Gardening,Soils & Media,Potting,SUP-06,United States,Domestic,2027-05,2027-05-01,Excess,5,68158.0,36598.0,68153.0,46573.0,0.0,46578.0,46578.0,0.0,0.0,5.0,21.5,157371.4,293079.4,35274,151678.2,4.3,13.99,14,6,10000,21872.0,10.2,0.0,0.0
