month,sku,account,units,revenue_usd,cogs_usd
2024-11,BTR-1205,Amazon,201,3455.47,1222.92
2024-11,BTR-1205,DTC Shopify,102,1753.52,620.59
2024-12,BTR-1205,Home Depot,515,5971.01,3133.36
2024-12,BTR-1205,Lowe's,353,4092.75,2147.72
2024-12,BTR-1205,Target,253,2933.33,1539.3
2024-12,BTR-1205,Walmart,394,4568.11,2397.17
2024-12,BTR-1205,Costco,194,2249.27,1180.33
2024-12,BTR-1205,Kroger,144,1669.56,876.12
2024-12,BTR-1205,Whole Foods,105,1217.39,638.84
2024-12,BTR-1205,Amazon,253,4349.42,1539.3
2024-12,BTR-1205,DTC Shopify,138,2372.41,839.62
2025-01,BTR-1205,Home Depot,317,3675.36,1928.69
2025-01,BTR-1205,Lowe's,200,2318.84,1216.84
2025-01,BTR-1205,Target,190,2202.9,1156.0
2025-01,BTR-1205,Walmart,251,2910.14,1527.13
2025-01,BTR-1205,Costco,132,1530.43,803.11
2025-01,BTR-1205,Kroger,63,730.43,383.3
2025-01,BTR-1205,Whole Foods,78,904.35,474.57
2025-01,BTR-1205,Amazon,169,2905.35,1028.23
2025-01,BTR-1205,DTC Shopify,76,1306.55,462.4
2025-02,BTR-1205,Home Depot,495,5739.13,3011.68
2025-02,BTR-1205,Lowe's,318,3686.96,1934.78
2025-02,BTR-1205,Target,283,3281.16,1721.83
2025-02,BTR-1205,Walmart,287,3327.54,1746.17
2025-02,BTR-1205,Costco,164,1901.45,997.81
2025-02,BTR-1205,Kroger,91,1055.07,553.66
2025-02,BTR-1205,Whole Foods,96,1113.04,584.08
2025-02,BTR-1205,Amazon,173,2974.11,1052.57
2025-02,BTR-1205,DTC Shopify,102,1753.52,620.59
2025-03,BTR-1205,Home Depot,514,5959.42,3127.28
2025-03,BTR-1205,Lowe's,431,4997.1,2622.29
2025-03,BTR-1205,Target,292,3385.51,1776.59
2025-03,BTR-1205,Walmart,435,5043.48,2646.63
2025-03,BTR-1205,Costco,266,3084.06,1618.4
2025-03,BTR-1205,Kroger,165,1913.04,1003.89
2025-03,BTR-1205,Whole Foods,113,1310.14,687.51
2025-03,BTR-1205,Amazon,296,5088.65,1800.92
2025-03,BTR-1205,DTC Shopify,173,2974.11,1052.57
2025-04,BTR-1205,Home Depot,516,5982.61,3139.45
2025-04,BTR-1205,Lowe's,374,4336.23,2275.49
2025-04,BTR-1205,Target,302,3501.45,1837.43
2025-04,BTR-1205,Walmart,402,4660.87,2445.85
2025-04,BTR-1205,Costco,301,3489.85,1831.34
2025-04,BTR-1205,Kroger,143,1657.97,870.04
2025-04,BTR-1205,Whole Foods,123,1426.09,748.36
2025-04,BTR-1205,Amazon,251,4315.04,1527.13
2025-04,BTR-1205,DTC Shopify,151,2595.9,918.71
2025-05,BTR-1205,Home Depot,600,6956.52,3650.52
2025-05,BTR-1205,Lowe's,418,4846.38,2543.2
2025-05,BTR-1205,Target,289,3350.72,1758.33
2025-05,BTR-1205,Walmart,424,4915.94,2579.7
2025-05,BTR-1205,Costco,239,2771.01,1454.12
2025-05,BTR-1205,Kroger,116,1344.93,705.77
2025-05,BTR-1205,Whole Foods,126,1460.87,766.61
2025-05,BTR-1205,Amazon,330,5673.16,2007.79
2025-05,BTR-1205,DTC Shopify,169,2905.35,1028.23
2025-06,BTR-1205,Home Depot,327,3791.3,1989.53
2025-06,BTR-1205,Lowe's,248,2875.36,1508.88
2025-06,BTR-1205,Target,211,2446.38,1283.77
2025-06,BTR-1205,Walmart,253,2933.33,1539.3
2025-06,BTR-1205,Costco,131,1518.84,797.03
2025-06,BTR-1205,Kroger,76,881.16,462.4
2025-06,BTR-1205,Whole Foods,64,742.03,389.39
2025-06,BTR-1205,Amazon,133,2286.46,809.2
2025-06,BTR-1205,DTC Shopify,78,1340.93,474.57
2025-07,BTR-1205,Home Depot,294,3408.69,1788.75
2025-07,BTR-1205,Lowe's,195,2260.87,1186.42
2025-07,BTR-1205,Target,164,1901.45,997.81
2025-07,BTR-1205,Walmart,233,2701.45,1417.62
2025-07,BTR-1205,Costco,147,1704.35,894.38
2025-07,BTR-1205,Kroger,70,811.59,425.89
2025-07,BTR-1205,Whole Foods,60,695.65,365.05
2025-07,BTR-1205,Amazon,141,2423.99,857.87
2025-07,BTR-1205,DTC Shopify,67,1151.82,407.64
2025-08,BTR-1205,Home Depot,311,3605.8,1892.19
2025-08,BTR-1205,Lowe's,239,2771.01,1454.12
2025-08,BTR-1205,Target,236,2736.23,1435.87
2025-08,BTR-1205,Walmart,266,3084.06,1618.4
2025-08,BTR-1205,Costco,152,1762.32,924.8
2025-08,BTR-1205,Kroger,118,1368.12,717.94
2025-08,BTR-1205,Whole Foods,81,939.13,492.82
2025-08,BTR-1205,Amazon,205,3524.24,1247.26
2025-08,BTR-1205,DTC Shopify,85,1461.27,517.16
2025-09,BTR-1205,Home Depot,428,4962.32,2604.04
2025-09,BTR-1205,Lowe's,236,2736.23,1435.87
2025-09,BTR-1205,Target,218,2527.54,1326.36
2025-09,BTR-1205,Walmart,286,3315.94,1740.08
2025-09,BTR-1205,Costco,161,1866.67,979.56
2025-09,BTR-1205,Kroger,89,1031.88,541.49
2025-09,BTR-1205,Whole Foods,75,869.56,456.31
2025-09,BTR-1205,Amazon,236,4057.17,1435.87
2025-09,BTR-1205,DTC Shopify,116,1994.2,705.77
2025-10,BTR-1205,Home Depot,399,4626.09,2427.6
2025-10,BTR-1205,Lowe's,264,3060.87,1606.23
2025-10,BTR-1205,Target,187,2168.12,1137.75
2025-10,BTR-1205,Walmart,276,3200.0,1679.24
2025-10,BTR-1205,Costco,175,2028.98,1064.73
2025-10,BTR-1205,Kroger,116,1344.93,705.77
2025-10,BTR-1205,Whole Foods,88,1020.29,535.41
2025-10,BTR-1205,Amazon,180,3094.45,1095.16
2025-10,BTR-1205,DTC Shopify,103,1770.71,626.67
2025-11,BTR-1205,Home Depot,438,5078.26,2664.88
2025-11,BTR-1205,Lowe's,435,5043.48,2646.63
2025-11,BTR-1205,Target,419,4857.97,2549.28
2025-11,BTR-1205,Walmart,442,5124.64,2689.22
2025-11,BTR-1205,Costco,326,3779.71,1983.45
2025-11,BTR-1205,Kroger,172,1994.2,1046.48
2025-11,BTR-1205,Whole Foods,146,1692.75,888.29
2025-11,BTR-1205,Amazon,337,5793.5,2050.38
2025-11,BTR-1205,DTC Shopify,171,2939.73,1040.4
2025-12,BTR-1205,Home Depot,551,6388.4,3352.39
2025-12,BTR-1205,Lowe's,395,4579.71,2403.26
2025-12,BTR-1205,Target,361,4185.51,2196.4
2025-12,BTR-1205,Walmart,344,3988.4,2092.96
2025-12,BTR-1205,Costco,246,2852.17,1496.71
2025-12,BTR-1205,Kroger,156,1808.7,949.14
2025-12,BTR-1205,Whole Foods,112,1298.55,681.43
2025-12,BTR-1205,Amazon,250,4297.85,1521.05
2025-12,BTR-1205,DTC Shopify,131,2252.07,797.03
2026-01,BTR-1205,Home Depot,390,4521.74,2372.84
2026-01,BTR-1205,Lowe's,296,3431.88,1800.92
2026-01,BTR-1205,Target,213,2469.56,1295.93
2026-01,BTR-1205,Walmart,328,3802.9,1995.62
2026-01,BTR-1205,Costco,163,1889.85,991.72
2026-01,BTR-1205,Kroger,104,1205.8,632.76
2026-01,BTR-1205,Whole Foods,85,985.51,517.16
2026-01,BTR-1205,Amazon,221,3799.3,1344.61
2026-01,BTR-1205,DTC Shopify,132,2269.26,803.11
2026-02,BTR-1205,Home Depot,400,4637.68,2433.68
2026-02,BTR-1205,Lowe's,307,3559.42,1867.85
2026-02,BTR-1205,Target,282,3269.56,1715.74
2026-02,BTR-1205,Walmart,283,3281.16,1721.83
2026-02,BTR-1205,Costco,203,2353.62,1235.09
2026-02,BTR-1205,Kroger,143,1657.97,870.04
2026-02,BTR-1205,Whole Foods,84,973.91,511.07
2026-02,BTR-1205,Amazon,254,4366.62,1545.39
2026-02,BTR-1205,DTC Shopify,151,2595.9,918.71
2026-03,BTR-1205,Home Depot,596,6910.14,3626.18
2026-03,BTR-1205,Lowe's,375,4347.82,2281.57
2026-03,BTR-1205,Target,346,4011.59,2105.13
2026-03,BTR-1205,Walmart,391,4533.33,2378.92
2026-03,BTR-1205,Costco,228,2643.48,1387.2
2026-03,BTR-1205,Kroger,149,1727.54,906.55
2026-03,BTR-1205,Whole Foods,110,1275.36,669.26
2026-03,BTR-1205,Amazon,291,5002.7,1770.5
2026-03,BTR-1205,DTC Shopify,177,3042.88,1076.9
2026-04,BTR-1205,Home Depot,645,7478.26,3924.31
2026-04,BTR-1205,Lowe's,422,4892.75,2567.53
2026-04,BTR-1205,Target,345,4000.0,2099.05
2026-04,BTR-1205,Walmart,451,5228.98,2743.97
2026-04,BTR-1205,Costco,237,2747.83,1441.96
2026-04,BTR-1205,Kroger,151,1750.72,918.71
2026-04,BTR-1205,Whole Foods,135,1565.22,821.37
2026-04,BTR-1205,Amazon,389,6687.45,2366.75
2026-04,BTR-1205,DTC Shopify,219,3764.92,1332.44
2026-05,BTR-1205,Home Depot,601,6968.11,3656.6
2026-05,BTR-1205,Lowe's,374,4336.23,2275.49
2026-05,BTR-1205,Target,304,3524.64,1849.6
2026-05,BTR-1205,Walmart,419,4857.97,2549.28
2026-05,BTR-1205,Costco,206,2388.41,1253.35
2026-05,BTR-1205,Kroger,137,1588.41,833.54
2026-05,BTR-1205,Whole Foods,103,1194.2,626.67
2026-05,BTR-1205,Amazon,276,4744.83,1679.24
2026-05,BTR-1205,DTC Shopify,145,2492.75,882.21
2026-06,BTR-1205,Home Depot,493,5715.94,2999.51
2026-06,BTR-1205,Lowe's,328,3802.9,1995.62
2026-06,BTR-1205,Target,258,2991.3,1569.72
2026-06,BTR-1205,Walmart,348,4034.78,2117.3
2026-06,BTR-1205,Costco,172,1994.2,1046.48
2026-06,BTR-1205,Kroger,126,1460.87,766.61
2026-06,BTR-1205,Whole Foods,97,1124.64,590.17
2026-06,BTR-1205,Amazon,235,4039.98,1429.79
2026-06,BTR-1205,DTC Shopify,114,1959.82,693.6
2026-07,BTR-1205,Home Depot,328,3802.9,1995.62
2026-07,BTR-1205,Lowe's,213,2469.56,1295.93
2026-07,BTR-1205,Target,225,2608.69,1368.94
2026-07,BTR-1205,Walmart,310,3594.2,1886.1
2026-07,BTR-1205,Costco,179,2075.36,1089.07
2026-07,BTR-1205,Kroger,85,985.51,517.16
2026-07,BTR-1205,Whole Foods,79,915.94,480.65
2026-07,BTR-1205,Amazon,164,2819.39,997.81
2026-07,BTR-1205,DTC Shopify,115,1977.01,699.68
2026-08,BTR-1205,Home Depot,385,4463.77,2342.42
2026-08,BTR-1205,Lowe's,292,3385.51,1776.59
2026-08,BTR-1205,Target,256,2968.12,1557.56
2026-08,BTR-1205,Walmart,292,3385.51,1776.59
2026-08,BTR-1205,Costco,184,2133.33,1119.49
2026-08,BTR-1205,Kroger,107,1240.58,651.01
2026-08,BTR-1205,Whole Foods,92,1066.67,559.75
2026-08,BTR-1205,Amazon,198,3403.9,1204.67
2026-08,BTR-1205,DTC Shopify,92,1581.61,559.75
2024-09,BTR-2001,Home Depot,915,7955.19,3506.74
2024-09,BTR-2001,Lowe's,586,5094.8,2245.84
2024-09,BTR-2001,Target,636,5529.51,2437.47
2024-09,BTR-2001,Walmart,873,7590.04,3345.77
2024-09,BTR-2001,Costco,387,3364.66,1483.18
2024-09,BTR-2001,Kroger,308,2677.81,1180.41
2024-09,BTR-2001,Whole Foods,276,2399.6,1057.77
2024-09,BTR-2001,Amazon,536,6909.79,2054.22
2024-09,BTR-2001,DTC Shopify,255,3287.31,977.29
2024-10,BTR-2001,Home Depot,2513,21848.52,9631.07
2024-10,BTR-2001,Lowe's,1708,14849.69,6545.91
2024-10,BTR-2001,Target,1560,13562.95,5978.7
2024-10,BTR-2001,Walmart,2479,21552.92,9500.77
2024-10,BTR-2001,Costco,1130,9824.45,4330.73
2024-10,BTR-2001,Kroger,870,7563.95,3334.28
2024-10,BTR-2001,Whole Foods,672,5842.5,2575.44
2024-10,BTR-2001,Amazon,1602,20652.02,6139.66
2024-10,BTR-2001,DTC Shopify,757,9758.79,2901.2
2024-11,BTR-2001,Home Depot,1117,9711.42,4280.9
2024-11,BTR-2001,Lowe's,782,6798.86,2997.01
2024-11,BTR-2001,Target,596,5181.74,2284.17
2024-11,BTR-2001,Walmart,1015,8824.61,3889.99
2024-11,BTR-2001,Costco,415,3608.09,1590.49
2024-11,BTR-2001,Kroger,390,3390.74,1494.67
2024-11,BTR-2001,Whole Foods,271,2356.13,1038.61
2024-11,BTR-2001,Amazon,554,7141.84,2123.2
2024-11,BTR-2001,DTC Shopify,287,3699.83,1099.93
2024-12,BTR-2001,Home Depot,939,8163.85,3598.72
2024-12,BTR-2001,Lowe's,736,6398.93,2820.72
2024-12,BTR-2001,Target,631,5486.04,2418.31
2024-12,BTR-2001,Walmart,932,8102.99,3571.89
2024-12,BTR-2001,Costco,407,3538.54,1559.83
2024-12,BTR-2001,Kroger,396,3442.9,1517.67
2024-12,BTR-2001,Whole Foods,270,2347.43,1034.78
2024-12,BTR-2001,Amazon,530,6832.44,2031.22
2024-12,BTR-2001,DTC Shopify,254,3274.42,973.46
2025-01,BTR-2001,Home Depot,1552,13493.4,5948.04
2025-01,BTR-2001,Lowe's,993,8633.34,3805.67
2025-01,BTR-2001,Target,1034,8989.8,3962.8
2025-01,BTR-2001,Walmart,1696,14745.36,6499.92
2025-01,BTR-2001,Costco,485,4216.69,1858.76
2025-01,BTR-2001,Kroger,467,4060.19,1789.78
2025-01,BTR-2001,Whole Foods,464,4034.11,1778.28
2025-01,BTR-2001,Amazon,786,10132.64,3012.34
2025-01,BTR-2001,DTC Shopify,383,4937.41,1467.85
2025-02,BTR-2001,Home Depot,3412,29664.61,13076.49
2025-02,BTR-2001,Lowe's,2211,19222.88,8473.66
2025-02,BTR-2001,Target,2190,19040.3,8393.17
2025-02,BTR-2001,Walmart,3258,28325.7,12486.28
2025-02,BTR-2001,Costco,1137,9885.31,4357.55
2025-02,BTR-2001,Kroger,1367,11884.97,5239.03
2025-02,BTR-2001,Whole Foods,913,7937.8,3499.07
2025-02,BTR-2001,Amazon,1449,18679.64,5553.29
2025-02,BTR-2001,DTC Shopify,934,12040.57,3579.55
2025-03,BTR-2001,Home Depot,3902,33924.77,14954.42
2025-03,BTR-2001,Lowe's,2376,20657.42,9106.02
2025-03,BTR-2001,Target,2656,23091.8,10179.12
2025-03,BTR-2001,Walmart,3825,33255.31,14659.31
2025-03,BTR-2001,Costco,1945,16910.22,7454.21
2025-03,BTR-2001,Kroger,1027,8928.94,3935.98
2025-03,BTR-2001,Whole Foods,947,8233.41,3629.38
2025-03,BTR-2001,Amazon,1927,24841.73,7385.23
2025-03,BTR-2001,DTC Shopify,1232,15882.2,4721.64
2025-04,BTR-2001,Home Depot,3281,28525.67,12574.43
2025-04,BTR-2001,Lowe's,2031,17657.92,7783.81
2025-04,BTR-2001,Target,2155,18736.0,8259.04
2025-04,BTR-2001,Walmart,2722,23665.61,10432.07
2025-04,BTR-2001,Costco,1146,9963.55,4392.05
2025-04,BTR-2001,Kroger,1163,10111.35,4457.2
2025-04,BTR-2001,Whole Foods,703,6112.02,2694.25
2025-04,BTR-2001,Amazon,1685,21722.01,6457.76
2025-04,BTR-2001,DTC Shopify,1000,12891.4,3832.5
2025-05,BTR-2001,Home Depot,1862,16188.6,7136.11
2025-05,BTR-2001,Lowe's,1728,15023.58,6622.56
2025-05,BTR-2001,Target,1764,15336.57,6760.53
2025-05,BTR-2001,Walmart,2686,23352.62,10294.09
2025-05,BTR-2001,Costco,1164,10120.05,4461.03
2025-05,BTR-2001,Kroger,920,7998.66,3525.9
2025-05,BTR-2001,Whole Foods,634,5512.12,2429.8
2025-05,BTR-2001,Amazon,1571,20252.39,6020.86
2025-05,BTR-2001,DTC Shopify,746,9616.98,2859.05
2025-06,BTR-2001,Home Depot,1115,9694.03,4273.24
2025-06,BTR-2001,Lowe's,881,7659.59,3376.43
2025-06,BTR-2001,Target,813,7068.38,3115.82
2025-06,BTR-2001,Walmart,1357,11798.03,5200.7
2025-06,BTR-2001,Costco,507,4407.96,1943.08
2025-06,BTR-2001,Kroger,505,4390.57,1935.41
2025-06,BTR-2001,Whole Foods,352,3060.36,1349.04
2025-06,BTR-2001,Amazon,616,7941.1,2360.82
2025-06,BTR-2001,DTC Shopify,367,4731.14,1406.53
2025-07,BTR-2001,Home Depot,1203,10459.12,4610.5
2025-07,BTR-2001,Lowe's,794,6903.19,3043.01
2025-07,BTR-2001,Target,698,6068.55,2675.09
2025-07,BTR-2001,Walmart,1061,9224.55,4066.28
2025-07,BTR-2001,Costco,487,4234.08,1866.43
2025-07,BTR-2001,Kroger,478,4155.83,1831.93
2025-07,BTR-2001,Whole Foods,284,2469.15,1088.43
2025-07,BTR-2001,Amazon,624,8044.23,2391.48
2025-07,BTR-2001,DTC Shopify,302,3893.2,1157.41
2025-08,BTR-2001,Home Depot,1108,9633.17,4246.41
2025-08,BTR-2001,Lowe's,650,5651.23,2491.12
2025-08,BTR-2001,Target,581,5051.33,2226.68
2025-08,BTR-2001,Walmart,860,7477.01,3295.95
2025-08,BTR-2001,Costco,420,3651.56,1609.65
2025-08,BTR-2001,Kroger,348,3025.58,1333.71
2025-08,BTR-2001,Whole Foods,264,2295.27,1011.78
2025-08,BTR-2001,Amazon,501,6458.59,1920.08
2025-08,BTR-2001,DTC Shopify,317,4086.57,1214.9
2025-09,BTR-2001,Home Depot,1016,8833.31,3893.82
2025-09,BTR-2001,Lowe's,634,5512.12,2429.8
2025-09,BTR-2001,Target,574,4990.47,2199.86
2025-09,BTR-2001,Walmart,782,6798.86,2997.01
2025-09,BTR-2001,Costco,391,3399.43,1498.51
2025-09,BTR-2001,Kroger,358,3112.52,1372.04
2025-09,BTR-2001,Whole Foods,239,2077.91,915.97
2025-09,BTR-2001,Amazon,647,8340.74,2479.63
2025-09,BTR-2001,DTC Shopify,302,3893.2,1157.41
2025-10,BTR-2001,Home Depot,1599,13902.03,6128.17
2025-10,BTR-2001,Lowe's,1107,9624.48,4242.58
2025-10,BTR-2001,Target,899,7816.09,3445.42
2025-10,BTR-2001,Walmart,1391,12093.63,5331.01
2025-10,BTR-2001,Costco,618,5373.02,2368.49
2025-10,BTR-2001,Kroger,499,4338.41,1912.42
2025-10,BTR-2001,Whole Foods,379,3295.1,1452.52
2025-10,BTR-2001,Amazon,711,9165.79,2724.91
2025-10,BTR-2001,DTC Shopify,443,5710.89,1697.8
2025-11,BTR-2001,Home Depot,979,8511.62,3752.02
2025-11,BTR-2001,Lowe's,774,6729.31,2966.36
2025-11,BTR-2001,Target,488,4242.77,1870.26
2025-11,BTR-2001,Walmart,851,7398.76,3261.46
2025-11,BTR-2001,Costco,403,3503.76,1544.5
2025-11,BTR-2001,Kroger,324,2816.92,1241.73
2025-11,BTR-2001,Whole Foods,216,1877.95,827.82
2025-11,BTR-2001,Amazon,406,5233.91,1556.0
2025-11,BTR-2001,DTC Shopify,257,3313.09,984.95
2025-12,BTR-2001,Home Depot,771,6703.23,2954.86
2025-12,BTR-2001,Lowe's,594,5164.35,2276.51
2025-12,BTR-2001,Target,545,4738.34,2088.71
2025-12,BTR-2001,Walmart,992,8624.65,3801.84
2025-12,BTR-2001,Costco,307,2669.12,1176.58
2025-12,BTR-2001,Kroger,280,2434.38,1073.1
2025-12,BTR-2001,Whole Foods,243,2112.69,931.3
2025-12,BTR-2001,Amazon,433,5581.98,1659.47
2025-12,BTR-2001,DTC Shopify,265,3416.22,1015.61
2026-01,BTR-2001,Home Depot,3399,29551.59,13026.67
2026-01,BTR-2001,Lowe's,2537,22057.19,9723.05
2026-01,BTR-2001,Target,2166,18831.64,8301.19
2026-01,BTR-2001,Walmart,3008,26152.15,11528.16
2026-01,BTR-2001,Costco,1546,13441.23,5925.05
2026-01,BTR-2001,Kroger,1336,11615.45,5120.22
2026-01,BTR-2001,Whole Foods,1071,9311.49,4104.61
2026-01,BTR-2001,Amazon,1425,18370.24,5461.31
2026-01,BTR-2001,DTC Shopify,828,10674.08,3173.31
2026-02,BTR-2001,Home Depot,2706,23526.51,10370.75
2026-02,BTR-2001,Lowe's,2097,18231.74,8036.75
2026-02,BTR-2001,Target,2094,18205.65,8025.26
2026-02,BTR-2001,Walmart,3006,26134.77,11520.5
2026-02,BTR-2001,Costco,1137,9885.31,4357.55
2026-02,BTR-2001,Kroger,988,8589.87,3786.51
2026-02,BTR-2001,Whole Foods,703,6112.02,2694.25
2026-02,BTR-2001,Amazon,1756,22637.3,6729.87
2026-02,BTR-2001,DTC Shopify,823,10609.62,3154.15
2026-03,BTR-2001,Home Depot,4525,39341.25,17342.06
2026-03,BTR-2001,Lowe's,2620,22778.8,10041.15
2026-03,BTR-2001,Target,2378,20674.81,9113.68
2026-03,BTR-2001,Walmart,4138,35976.6,15858.89
2026-03,BTR-2001,Costco,1503,13067.38,5760.25
2026-03,BTR-2001,Kroger,1500,13041.3,5748.75
2026-03,BTR-2001,Whole Foods,1060,9215.85,4062.45
2026-03,BTR-2001,Amazon,2204,28412.65,8446.83
2026-03,BTR-2001,DTC Shopify,1175,15147.4,4503.19
2026-04,BTR-2001,Home Depot,3714,32290.26,14233.91
2026-04,BTR-2001,Lowe's,2225,19344.59,8527.31
2026-04,BTR-2001,Target,2034,17684.0,7795.31
2026-04,BTR-2001,Walmart,2758,23978.6,10570.03
2026-04,BTR-2001,Costco,1414,12293.6,5419.15
2026-04,BTR-2001,Kroger,1262,10972.08,4836.61
2026-04,BTR-2001,Whole Foods,972,8450.76,3725.19
2026-04,BTR-2001,Amazon,2017,26001.95,7730.15
2026-04,BTR-2001,DTC Shopify,975,12569.11,3736.69
2026-05,BTR-2001,Home Depot,2485,21605.09,9523.76
2026-05,BTR-2001,Lowe's,2033,17675.31,7791.47
2026-05,BTR-2001,Target,1729,15032.27,6626.39
2026-05,BTR-2001,Walmart,2081,18092.63,7975.43
2026-05,BTR-2001,Costco,1182,10276.54,4530.02
2026-05,BTR-2001,Kroger,882,7668.28,3380.26
2026-05,BTR-2001,Whole Foods,691,6007.69,2648.26
2026-05,BTR-2001,Amazon,1399,18035.07,5361.67
2026-05,BTR-2001,DTC Shopify,691,8907.96,2648.26
2026-06,BTR-2001,Home Depot,968,8415.99,3709.86
2026-06,BTR-2001,Lowe's,788,6851.03,3020.01
2026-06,BTR-2001,Target,778,6764.09,2981.68
2026-06,BTR-2001,Walmart,1204,10467.82,4614.33
2026-06,BTR-2001,Costco,613,5329.54,2349.32
2026-06,BTR-2001,Kroger,487,4234.08,1866.43
2026-06,BTR-2001,Whole Foods,324,2816.92,1241.73
2026-06,BTR-2001,Amazon,722,9307.59,2767.07
2026-06,BTR-2001,DTC Shopify,323,4163.92,1237.9
2026-07,BTR-2001,Home Depot,914,7946.5,3502.91
2026-07,BTR-2001,Lowe's,796,6920.58,3050.67
2026-07,BTR-2001,Target,662,5755.56,2537.12
2026-07,BTR-2001,Walmart,951,8268.18,3644.71
2026-07,BTR-2001,Costco,429,3729.81,1644.14
2026-07,BTR-2001,Kroger,333,2895.17,1276.22
2026-07,BTR-2001,Whole Foods,284,2469.15,1088.43
2026-07,BTR-2001,Amazon,631,8134.47,2418.31
2026-07,BTR-2001,DTC Shopify,311,4009.23,1191.91
2026-08,BTR-2001,Home Depot,566,4920.92,2169.2
2026-08,BTR-2001,Lowe's,553,4807.89,2119.37
2026-08,BTR-2001,Target,440,3825.45,1686.3
2026-08,BTR-2001,Walmart,684,5946.83,2621.43
2026-08,BTR-2001,Costco,267,2321.35,1023.28
2026-08,BTR-2001,Kroger,259,2251.8,992.62
2026-08,BTR-2001,Whole Foods,193,1677.98,739.67
2026-08,BTR-2001,Amazon,310,3996.33,1188.08
2026-08,BTR-2001,DTC Shopify,212,2732.98,812.49
2024-09,BTR-2002,Home Depot,1425,4124.23,1383.53
2024-09,BTR-2002,Lowe's,1013,2931.82,983.52
2024-09,BTR-2002,Target,931,2694.5,903.91
2024-09,BTR-2002,Walmart,1461,4228.43,1418.48
2024-09,BTR-2002,Costco,586,1696.0,568.95
2024-09,BTR-2002,Kroger,480,1389.22,466.03
2024-09,BTR-2002,Whole Foods,386,1117.16,374.77
2024-09,BTR-2002,Amazon,641,2750.79,622.35
2024-09,BTR-2002,DTC Shopify,359,1540.61,348.55
2024-10,BTR-2002,Home Depot,1563,4523.63,1517.52
2024-10,BTR-2002,Lowe's,869,2515.06,843.71
2024-10,BTR-2002,Target,776,2245.9,753.42
2024-10,BTR-2002,Walmart,1196,3461.46,1161.2
2024-10,BTR-2002,Costco,576,1667.06,559.24
2024-10,BTR-2002,Kroger,524,1516.56,508.75
2024-10,BTR-2002,Whole Foods,376,1088.22,365.06
2024-10,BTR-2002,Amazon,793,3403.08,769.92
2024-10,BTR-2002,DTC Shopify,408,1750.89,396.13
2024-11,BTR-2002,Home Depot,1510,4370.24,1466.06
2024-11,BTR-2002,Lowe's,977,2827.63,948.57
2024-11,BTR-2002,Target,774,2240.11,751.48
2024-11,BTR-2002,Walmart,1458,4219.74,1415.57
2024-11,BTR-2002,Costco,575,1664.16,558.27
2024-11,BTR-2002,Kroger,571,1652.59,554.38
2024-11,BTR-2002,Whole Foods,388,1122.95,376.71
2024-11,BTR-2002,Amazon,831,3566.15,806.82
2024-11,BTR-2002,DTC Shopify,415,1780.93,402.92
2024-12,BTR-2002,Home Depot,1092,3160.47,1060.22
2024-12,BTR-2002,Lowe's,828,2396.4,803.91
2024-12,BTR-2002,Target,657,1901.49,637.88
2024-12,BTR-2002,Walmart,1012,2928.93,982.55
2024-12,BTR-2002,Costco,546,1580.23,530.11
2024-12,BTR-2002,Kroger,475,1374.74,461.18
2024-12,BTR-2002,Whole Foods,373,1079.54,362.15
2024-12,BTR-2002,Amazon,685,2939.61,665.07
2024-12,BTR-2002,DTC Shopify,338,1450.49,328.16
2025-01,BTR-2002,Home Depot,2283,6607.46,2216.56
2025-01,BTR-2002,Lowe's,1646,4763.85,1598.1
2025-01,BTR-2002,Target,1620,4688.6,1572.86
2025-01,BTR-2002,Walmart,2342,6778.22,2273.85
2025-01,BTR-2002,Costco,1025,2966.55,995.17
2025-01,BTR-2002,Kroger,866,2506.38,840.8
2025-01,BTR-2002,Whole Foods,584,1690.21,567.01
2025-01,BTR-2002,Amazon,1328,5698.98,1289.36
2025-01,BTR-2002,DTC Shopify,676,2900.99,656.33
2025-02,BTR-2002,Home Depot,3575,10346.76,3470.97
2025-02,BTR-2002,Lowe's,2056,5950.48,1996.17
2025-02,BTR-2002,Target,2083,6028.62,2022.38
2025-02,BTR-2002,Walmart,3343,9675.31,3245.72
2025-02,BTR-2002,Costco,1488,4306.57,1444.7
2025-02,BTR-2002,Kroger,1371,3967.95,1331.1
2025-02,BTR-2002,Whole Foods,991,2868.15,962.16
2025-02,BTR-2002,Amazon,1895,8132.2,1839.86
2025-02,BTR-2002,DTC Shopify,976,4188.41,947.6
2025-03,BTR-2002,Home Depot,4116,11912.53,3996.22
2025-03,BTR-2002,Lowe's,3165,9160.14,3072.9
2025-03,BTR-2002,Target,1944,5626.32,1887.43
2025-03,BTR-2002,Walmart,4130,11953.05,4009.82
2025-03,BTR-2002,Costco,1532,4433.91,1487.42
2025-03,BTR-2002,Kroger,1512,4376.03,1468.0
2025-03,BTR-2002,Whole Foods,1257,3638.01,1220.42
2025-03,BTR-2002,Amazon,2174,9329.5,2110.74
2025-03,BTR-2002,DTC Shopify,1304,5595.99,1266.05
2025-04,BTR-2002,Home Depot,4999,14468.11,4853.53
2025-04,BTR-2002,Lowe's,3921,11348.16,3806.9
2025-04,BTR-2002,Target,2661,7701.47,2583.56
2025-04,BTR-2002,Walmart,4355,12604.24,4228.27
